OBJECTID_1,WorldID,Zone_Name,World,Adm4ID,Adm3ID,Adm2ID,Adm1ID,CntyID,Levels,Adm4_Name,Adm3_Name,Adm2_Name,Adm1_Name,Cnty_Name,Composite,RegionYWAM,GlobalID,FieldYWAM,Population,PopPct,Name,OZcount,Shape_Leng,Cen_x,Cen_y,Shape_Le_1,Shape_Area,OZ_Label,OZ_Label1
1,ISR-SOU,Southern (Ha Darom),A,,,,ISR-SOU,ISR,1,,,,Southern (Ha Darom),Israel,0,Middle East Region,{B47AEBO2-21C8-48C4-86D8-2355544674FB},"Europe, Middle East and North Africa Field",1077824.12775000000,14.79511500000,,1,6.73597756517,34.86787655640,30.83502799150,6.73597756517,1.37345525457,Southern,Southern
2,CHN-HOK-JIU,Jiulong Shixiaqu,B,,,CHN-HOK-JIU,CHN-HOK,CHN,2,,,Jiulong Shixiaqu,Hong Kong SAR,China,0,East Asia Region,{557E61B5-8B7F-4C97-AFC2-AAE34B673DA5},Asia and Pacific Field,2056695.92649000000,0.15369099183,,1,0.51678815861,114.19212403100,22.32438928100,0.51678815861,0.00367651428,Jiulong Shixiaqu,Jiulong Shixiaqu
3,CHN-HOK-XIA,Xianggangdao Shixiaqu,B,,,CHN-HOK-XIA,CHN-HOK,CHN,2,,,Xianggangdao Shixiaqu,Hong Kong SAR,China,0,East Asia Region,{7C926A72-8D03-46C1-B6D1-D833543FDD6B},Asia and Pacific Field,1357056.61626000000,0.10140895143,,1,0.76255461655,114.19512082200,22.25571592340,0.76255461655,0.00720742713,Xianggangdao Shixiaqu,Xianggangdao Shixiaqu
4,CHN-HOK-XIN,Xinjie Shixiaqu,B,,,CHN-HOK-XIN,CHN-HOK,CHN,2,,,Xinjie Shixiaqu,Hong Kong SAR,China,0,East Asia Region,{599BB37C-A306-48F2-93A3-F450D7394017},Asia and Pacific Field,3774538.51707000000,0.28206044507,,1,7.19867269108,114.12761540400,22.39612740310,7.19867269108,0.08476179082,Xinjie Shixiaqu,Xinjie Shixiaqu
5,CHN-MAC,Macao SAR,B,,,,CHN-MAC,CHN,1,,,,Macao SAR,China,0,East Asia Region,{9A9D9EC5-F1BE-4C34-916C-F2F3B8C0D1B0},Asia and Pacific Field,475260.42959300000,0.03551484975,,1,0.34440750695,113.55265406100,22.16136392840,0.34440750695,0.00149839782,Macao SAR,Macao SAR
6,CHN-ANH-ANQ-ANQ,Anqing Shi Shixiaqu,B,,CHN-ANH-ANQ-ANQ,CHN-ANH-ANQ,CHN-ANH,CHN,3,,Anqing Shi Shixiaqu,Anqing Shi,Anhui Province,China,0,East Asia Region,{1A661296-FB97-469B-9647-57676C932346},Asia and Pacific Field,534864.85770800000,0.03996891782,,1,0.90554857954,117.12595500900,30.58349624380,0.90554857954,0.04381049478,Anqing Shi Shixiaqu,Anqing Shi Shixiaqu
7,CHN-ANH-ANQ-HUA,Huaining Xian,B,,CHN-ANH-ANQ-HUA,CHN-ANH-ANQ,CHN-ANH,CHN,3,,Huaining Xian,Anqing Shi,Anhui Province,China,0,East Asia Region,{02DAB242-6404-4EB1-AB4D-251EE0A48FA9},Asia and Pacific Field,729725.24558200000,0.05453027612,,1,1.98729705966,116.79809617900,30.57967106010,1.98729705966,0.15241284671,Huaining Xian,Huaining Xian
8,CHN-ANH-ANQ-QIA,Qianshan Xian,B,,CHN-ANH-ANQ-QIA,CHN-ANH-ANQ,CHN-ANH,CHN,3,,Qianshan Xian,Anqing Shi,Anhui Province,China,0,East Asia Region,{982FE6CD-6DF6-4E81-A627-709FA030C4E0},Asia and Pacific Field,527032.82603200000,0.03938365255,,1,1.98420331280,116.54206129600,30.75018943540,1.98420331280,0.15852993317,Qianshan Xian,Qianshan Xian
9,CHN-ANH-ANQ-SUS,Susong Xian,B,,CHN-ANH-ANQ-SUS,CHN-ANH-ANQ,CHN-ANH,CHN,3,,Susong Xian,Anqing Shi,Anhui Province,China,0,East Asia Region,{39686C14-F579-443E-A69D-5D4B12FBBAB9},Asia and Pacific Field,736949.63499900000,0.05507013403,,1,2.25723632602,116.24677342100,30.10135388320,2.25723632602,0.22482881205,Susong Xian,Susong Xian
10,CHN-ANH-ANQ-TAI,Taihu Xian,B,,CHN-ANH-ANQ-TAI,CHN-ANH-ANQ,CHN-ANH,CHN,3,,Taihu Xian,Anqing Shi,Anhui Province,China,0,East Asia Region,{B75FD51E-B0D6-425E-A922-6F7D9FD3FE2F},Asia and Pacific Field,528548.54752100000,0.03949691807,,1,2.36810341068,116.17078686800,30.49520577080,2.36810341068,0.19339493013,Taihu Xian,Taihu Xian
11,CHN-ANH-ANQ-TON,Tongcheng Shi,B,,CHN-ANH-ANQ-TON,CHN-ANH-ANQ,CHN-ANH,CHN,3,,Tongcheng Shi,Anqing Shi,Anhui Province,China,0,East Asia Region,{99E876DD-3F89-4C4B-99B2-525868DB4346},Asia and Pacific Field,723597.77459800000,0.05407238777,,1,1.86596417536,116.94408968600,30.97238092810,1.86596417536,0.15497926500,Tongcheng Shi,Tongcheng Shi
12,CHN-ANH-ANQ-WAN,Wangjiang Xian,B,,CHN-ANH-ANQ-WAN,CHN-ANH-ANQ,CHN-ANH,CHN,3,,Wangjiang Xian,Anqing Shi,Anhui Province,China,0,East Asia Region,{218025A9-1A69-45E3-8EDF-49E829303F55},Asia and Pacific Field,557292.35086300000,0.04164486011,,1,1.48849156584,116.68319792000,30.24048723170,1.48849156584,0.12523421117,Wangjiang Xian,Wangjiang Xian
13,CHN-ANH-ANQ-YUE,Yuexi Xian,B,,CHN-ANH-ANQ-YUE,CHN-ANH-ANQ,CHN-ANH,CHN,3,,Yuexi Xian,Anqing Shi,Anhui Province,China,0,East Asia Region,{29339877-6F21-47FA-BBF6-4ADEAA710EA9},Asia and Pacific Field,375315.33706000000,0.02804623944,,1,2.26874010604,116.20734055600,30.89590123360,2.26874010604,0.22484137042,Yuexi Xian,Yuexi Xian
14,CHN-ANH-ANQ-ZON,Zongyang Xian,B,,CHN-ANH-ANQ-ZON,CHN-ANH-ANQ,CHN-ANH,CHN,3,,Zongyang Xian,Anqing Shi,Anhui Province,China,0,East Asia Region,{AF7E1A10-E2A1-418A-A487-47BBFB181E39},Asia and Pacific Field,885726.03387700000,0.06618776791,,1,1.96025427614,117.37294894900,30.85867177620,1.96025427614,0.17775319878,Zongyang Xian,Zongyang Xian
15,CHN-ANH-BAN,Bangbu Shi,B,,,CHN-ANH-BAN,CHN-ANH,CHN,2,,,Bangbu Shi,Anhui Province,China,0,East Asia Region,{2610BC5B-DF1C-462C-9AD5-569B38BDC4DC},Asia and Pacific Field,3090007.89163000000,0.23090743338,,1,4.10987064384,117.32701173200,33.10628564100,4.10987064384,0.56721187839,Bangbu Shi,Bangbu Shi
16,CHN-ANH-CHA,Chaohu Diqu,B,,,CHN-ANH-CHA,CHN-ANH,CHN,2,,,Chaohu Diqu,Anhui Province,China,0,East Asia Region,{75195CC2-3C23-485B-8C62-2E3AADCA9A54},Asia and Pacific Field,4171275.21764000000,0.31170744160,,1,4.68225561203,117.77864689300,31.46377691380,4.68225561203,0.88887308842,Chaohu Diqu,Chaohu Diqu
17,CHN-ANH-CHI,Chizhou Diqu,B,,,CHN-ANH-CHI,CHN-ANH,CHN,2,,,Chizhou Diqu,Anhui Province,China,0,East Asia Region,{6435D225-E117-4107-A690-E99FE4FC22B8},Asia and Pacific Field,1433370.04293000000,0.10711163508,,1,5.25011405145,117.37280348000,30.28470680390,5.25011405145,0.79442921220,Chizhou Diqu,Chizhou Diqu
18,CHN-ANH-CHU,Chuxian Diqu,B,,,CHN-ANH-CHU,CHN-ANH,CHN,2,,,Chuxian Diqu,Anhui Province,China,0,East Asia Region,{45263105-5B1F-4CB9-B351-32B788C5C492},Asia and Pacific Field,5294723.11755000000,0.39565948321,,1,7.72354206495,118.09697824900,32.54566343080,7.72354206495,1.29745297244,Chuxian Diqu,Chuxian Diqu
19,CHN-ANH-FUY-BOZ,Bozhou Shi,B,,CHN-ANH-FUY-BOZ,CHN-ANH-FUY,CHN-ANH,CHN,3,,Bozhou Shi,Fuyang Shi,Anhui Province,China,0,East Asia Region,{128998D5-6BB2-4AE2-8C97-E84F987A7919},Asia and Pacific Field,1286308.67550000000,0.09612216059,,1,2.28015697221,115.79876439200,33.77954737470,2.28015697221,0.21960888026,Bozhou Shi,Bozhou Shi
20,CHN-ANH-FUY-FUY,Fuyang Shi Shixiaqu,B,,CHN-ANH-FUY-FUY,CHN-ANH-FUY,CHN-ANH,CHN,3,,Fuyang Shi Shixiaqu,Fuyang Shi,Anhui Province,China,0,East Asia Region,{A27EAB69-CAEB-4B69-AE90-0E0C7AD0A504},Asia and Pacific Field,1637812.73049000000,0.12238905117,,1,2.17980891823,115.82077522700,32.94838859400,2.17980891823,0.17454836681,Fuyang Shi Shixiaqu,Fuyang Shi Shixiaqu
21,CHN-ANH-FUY-FUN,Funan Xian,B,,CHN-ANH-FUY-FUN,CHN-ANH-FUY,CHN-ANH,CHN,3,,Funan Xian,Fuyang Shi,Anhui Province,China,0,East Asia Region,{E7BD2EAA-51C4-484D-900B-CC646C767B6B},Asia and Pacific Field,1347268.65333000000,0.10067752502,,1,2.36077071617,115.64235244500,32.65105830820,2.36077071617,0.18240570621,Funan Xian,Funan Xian
22,CHN-ANH-FUY-GUO,Guoyang Xian,B,,CHN-ANH-FUY-GUO,CHN-ANH-FUY,CHN-ANH,CHN,3,,Guoyang Xian,Fuyang Shi,Anhui Province,China,0,East Asia Region,{97BCD1A4-A4E1-4C80-B2BF-A6C1EF60DCD7},Asia and Pacific Field,1255629.01235000000,0.09382955730,,1,2.19886060718,116.21018089700,33.55234564930,2.19886060718,0.20448369593,Guoyang Xian,Guoyang Xian
23,CHN-ANH-FUY-JIE,Jieshou Shi,B,,CHN-ANH-FUY-JIE,CHN-ANH-FUY,CHN-ANH,CHN,3,,Jieshou Shi,Fuyang Shi,Anhui Province,China,0,East Asia Region,{13E70764-9BC5-44B4-921C-07742E36FD48},Asia and Pacific Field,676856.46006900000,0.05057954330,,1,1.45637977476,115.38355759200,33.21939356910,1.45637977476,0.06167824775,Jieshou Shi,Jieshou Shi
24,CHN-ANH-FUY-LIN,Linquan Xian,B,,CHN-ANH-FUY-LIN,CHN-ANH-FUY,CHN-ANH,CHN,3,,Linquan Xian,Fuyang Shi,Anhui Province,China,0,East Asia Region,{3D3068E0-5D1E-41DA-AE46-D6432AB8784F},Asia and Pacific Field,1697602.52440000000,0.12685697110,,1,2.37317181708,115.23256307000,32.90427916710,2.37317181708,0.18048182436,Linquan Xian,Linquan Xian
25,CHN-ANH-FUY-LIX,Lixin Xian,B,,CHN-ANH-FUY-LIX,CHN-ANH-FUY,CHN-ANH,CHN,3,,Lixin Xian,Fuyang Shi,Anhui Province,China,0,East Asia Region,{07EA0DDC-F640-41BD-931B-7B1649034B63},Asia and Pacific Field,1265169.00380000000,0.09454245352,,1,2.15877067132,116.15318922600,33.14991393810,2.15877067132,0.19923419097,Lixin Xian,Lixin Xian
26,CHN-ANH-FUY-MEN,Mengcheng Xian,B,,CHN-ANH-FUY-MEN,CHN-ANH-FUY,CHN-ANH,CHN,3,,Mengcheng Xian,Fuyang Shi,Anhui Province,China,0,East Asia Region,{52AB8679-87FA-4B0F-AB68-DC464AA4CEA7},Asia and Pacific Field,1072212.48658000000,0.08012336602,,1,2.41119819997,116.58209217800,33.20831239850,2.41119819997,0.21181373884,Mengcheng Xian,Mengcheng Xian
27,CHN-ANH-FUY-TAI,Taihe Xian,B,,CHN-ANH-FUY-TAI,CHN-ANH-FUY,CHN-ANH,CHN,3,,Taihe Xian,Fuyang Shi,Anhui Province,China,0,East Asia Region,{ED990CA6-94FE-496C-9BCA-7493A2ABF603},Asia and Pacific Field,1387299.46874000000,0.10366891312,,1,1.83351495998,115.63494142700,33.33136922970,1.83351495998,0.18241560606,Taihe Xian,Taihe Xian
28,CHN-ANH-FUY-YIN,Yingshang Xian,B,,CHN-ANH-FUY-YIN,CHN-ANH-FUY,CHN-ANH,CHN,3,,Yingshang Xian,Fuyang Shi,Anhui Province,China,0,East Asia Region,{737AE714-E814-4C3F-92FE-E832BC150ED7},Asia and Pacific Field,1359241.88436000000,0.10157225026,,1,2.20618701755,116.24942464600,32.65199036370,2.20618701755,0.19182495458,Yingshang Xian,Yingshang Xian
29,CHN-ANH-HUI,Huaibei Shi,B,,,CHN-ANH-HUI,CHN-ANH,CHN,2,,,Huaibei Shi,Anhui Province,China,0,East Asia Region,{81B49B47-C75F-4171-9B9D-C740FE44C314},Asia and Pacific Field,1777700.27200000000,0.13284244621,,1,2.87549499647,116.73098449900,33.71144730370,2.87549499647,0.25783098640,Huaibei Shi,Huaibei Shi
30,CHN-ANH-HEF,Hefei Shi,B,,,CHN-ANH-HEF,CHN-ANH,CHN,2,,,Hefei Shi,Anhui Province,China,0,East Asia Region,{830665B7-2DE5-48D8-AA9C-E12D11565B21},Asia and Pacific Field,4025438.86379000000,0.30080950886,,1,4.70371901996,117.24408177800,31.99087499240,4.70371901996,0.70401286387,Hefei Shi,Hefei Shi
31,CHN-ANH-HUN,Huangshan Shi,B,,,CHN-ANH-HUN,CHN-ANH,CHN,2,,,Huangshan Shi,Anhui Province,China,0,East Asia Region,{B334D717-986A-4206-A4BB-95425A29927F},Asia and Pacific Field,1371563.90036000000,0.10249303919,,1,5.60073872728,118.07485251700,29.90304333850,5.60073872728,0.90494112918,Huangshan Shi,Huangshan Shi
32,CHN-ANH-HUA,Huainan Shi,B,,,CHN-ANH-HUA,CHN-ANH,CHN,2,,,Huainan Shi,Anhui Province,China,0,East Asia Region,{E5A31BA8-42ED-49AF-AEDC-AC63DDB13415},Asia and Pacific Field,1898883.44519000000,0.14189811741,,1,2.35082121903,116.73209753300,32.74934966560,2.35082121903,0.20672720289,Huainan Shi,Huainan Shi
33,CHN-ANH-LIU-HUS,Huoshan Xian,B,,CHN-ANH-LIU-HUS,CHN-ANH-LIU,CHN-ANH,CHN,3,,Huoshan Xian,Liu'an Shi,Anhui Province,China,0,East Asia Region,{B602751A-970C-49C5-A935-35F3F21B1A1F},Asia and Pacific Field,340606.07232300000,0.02545251556,,1,2.29604507034,116.23173948100,31.28034629160,2.29604507034,0.19514519226,Huoshan Xian,Huoshan Xian
34,CHN-ANH-LIU-HUQ,Huoqiu Xian,B,,CHN-ANH-LIU-HUQ,CHN-ANH-LIU,CHN-ANH,CHN,3,,Huoqiu Xian,Liu'an Shi,Anhui Province,China,0,East Asia Region,{326F4CAD-519D-4A3C-A6A1-394F3C2C818E},Asia and Pacific Field,1504126.95735000000,0.11239909650,,1,2.94673847002,116.16024822400,32.19635367090,2.94673847002,0.36455623960,Huoqiu Xian,Huoqiu Xian
35,CHN-ANH-LIU-JIN,Jinzhai Xian,B,,CHN-ANH-LIU-JIN,CHN-ANH-LIU,CHN-ANH,CHN,3,,Jinzhai Xian,Liu'an Shi,Anhui Province,China,0,East Asia Region,{65612606-CA66-457A-B463-E252EBBF3B63},Asia and Pacific Field,590816.98496900000,0.04415005993,,1,3.03625962277,115.76329100100,31.47787535560,3.03625962277,0.37793347851,Jinzhai Xian,Jinzhai Xian
36,CHN-ANH-LIU-LIU,Liuan Shi,B,,CHN-ANH-LIU-LIU,CHN-ANH-LIU,CHN-ANH,CHN,3,,Liuan Shi,Liu'an Shi,Anhui Province,China,0,East Asia Region,{A751ED7E-7189-4B37-9C1A-573F381F1C70},Asia and Pacific Field,1624124.46801000000,0.12136616654,,1,3.24027546565,116.45640868800,31.70890328230,3.24027546565,0.33899268793,Liuan Shi,Liuan Shi
37,CHN-ANH-LIU-SHO,Shou Xian,B,,CHN-ANH-LIU-SHO,CHN-ANH-LIU,CHN-ANH,CHN,3,,Shou Xian,Liu'an Shi,Anhui Province,China,0,East Asia Region,{24CA3830-16FD-4EE3-9E67-A00017832686},Asia and Pacific Field,1163457.93863000000,0.08694187713,,1,2.40103710589,116.75834509900,32.25409193080,2.40103710589,0.27871940639,Shou Xian,Shou Xian
38,CHN-ANH-LIU-SHU,Shucheng Xian,B,,CHN-ANH-LIU-SHU,CHN-ANH-LIU,CHN-ANH,CHN,3,,Shucheng Xian,Liu'an Shi,Anhui Province,China,0,East Asia Region,{12EB5E09-AFC5-4A69-A988-A0A025DE12F2},Asia and Pacific Field,915401.65033800000,0.06840534167,,1,2.40551049985,116.81613514800,31.30621311720,2.40551049985,0.20238141596,Shucheng Xian,Shucheng Xian
39,CHN-ANH-MAA,Ma'anshan Shi,B,,,CHN-ANH-MAA,CHN-ANH,CHN,2,,,Ma'anshan Shi,Anhui Province,China,0,East Asia Region,{57910B93-3541-44CE-82AB-5B5AB30919B6},Asia and Pacific Field,1106076.61849000000,0.08265393554,,1,1.92884527328,118.60486405900,31.53105925080,1.92884527328,0.16813932241,Ma'anshan Shi,Ma'anshan Shi
40,CHN-ANH-SUX-DAN,Dangshan Xian,B,,CHN-ANH-SUX-DAN,CHN-ANH-SUX,CHN-ANH,CHN,3,,Dangshan Xian,Suzhou Shi,Anhui Province,China,0,East Asia Region,{529D3E53-18B2-4662-B394-7659136EEAB3},Asia and Pacific Field,824388.37763900000,0.06160418066,,1,1.53609042619,116.40155559500,34.44790894890,1.53609042619,0.11767057495,Dangshan Xian,Dangshan Xian
41,CHN-ANH-SUX-LIN,Lingbi Xian,B,,CHN-ANH-SUX-LIN,CHN-ANH-SUX,CHN-ANH,CHN,3,,Lingbi Xian,Suzhou Shi,Anhui Province,China,0,East Asia Region,{9AE7BD56-E9A0-43CF-9236-CB90C13E5457},Asia and Pacific Field,1029069.43600000000,0.07689940951,,1,2.27986439785,117.53033824700,33.68336476550,2.27986439785,0.20638443524,Lingbi Xian,Lingbi Xian
42,CHN-ANH-SUX-SIX,Si Xian,B,,CHN-ANH-SUX-SIX,CHN-ANH-SUX,CHN-ANH,CHN,3,,Si Xian,Suzhou Shi,Anhui Province,China,0,East Asia Region,{E2C9F495-3788-4D70-B08E-B1BBE980B228},Asia and Pacific Field,771698.11224700000,0.05766678814,,1,1.91556120651,117.87640800200,33.53635025420,1.91556120651,0.17999402572,Si Xian,Si Xian
43,CHN-ANH-SUX-SUZ,Suzhou Shi Shixiaqu,B,,CHN-ANH-SUX-SUZ,CHN-ANH-SUX,CHN-ANH,CHN,3,,Suzhou Shi Shixiaqu,Suzhou Shi,Anhui Province,China,0,East Asia Region,{FAA13254-D3D7-424A-8C13-EC48927E5026},Asia and Pacific Field,5343947.20325000000,0.39933785806,,1,2.65548114855,117.14652259100,33.71836689010,2.65548114855,0.28772854977,Suzhou Shi Shixiaqu,Suzhou Shi Shixiaqu
44,CHN-ANH-SUX-XIA,Xiao Xian,B,,CHN-ANH-SUX-XIA,CHN-ANH-SUX,CHN-ANH,CHN,3,,Xiao Xian,Suzhou Shi,Anhui Province,China,0,East Asia Region,{8ACB0DB5-3CB5-4A42-87C3-248B60900AA7},Asia and Pacific Field,1177986.17440000000,0.08802753055,,1,2.17354589589,116.80963074500,34.19989458950,2.17354589589,0.19042378159,Xiao Xian,Xiao Xian
45,CHN-ANH-TON,Tongling Shi,B,,,CHN-ANH-TON,CHN-ANH,CHN,2,,,Tongling Shi,Anhui Province,China,0,East Asia Region,{A13F112E-58F8-4769-8ED6-2655EA4F27B4},Asia and Pacific Field,641293.80723800000,0.04792204818,,1,1.45046277901,117.89949753500,30.94717900890,1.45046277901,0.09886577950,Tongling Shi,Tongling Shi
46,CHN-ANH-WUH,Wuhu Shi,B,,,CHN-ANH-WUH,CHN-ANH,CHN,2,,,Wuhu Shi,Anhui Province,China,0,East Asia Region,{A5D9EE2C-E35C-4F0F-A16B-86B4A43C451D},Asia and Pacific Field,2026090.89855000000,0.15140396581,,1,3.28264903187,118.32862909000,31.06914765840,3.28264903187,0.30729218883,Wuhu Shi,Wuhu Shi
47,CHN-ANH-XUA,Xuancheng Diqu,B,,,CHN-ANH-XUA,CHN-ANH,CHN,2,,,Xuancheng Diqu,Anhui Province,China,0,East Asia Region,{622BC241-661C-4DEC-9B15-AD9AA403104F},Asia and Pacific Field,2506395.67318000000,0.18729576500,,1,6.54204249118,118.85111381500,30.69066398440,6.54204249118,1.14977070305,Xuancheng Diqu,Xuancheng Diqu
48,CHN-ZHE-HAN-CHU,Chun`an Xian,B,,CHN-ZHE-HAN-CHU,CHN-ZHE-HAN,CHN-ZHE,CHN,3,,Chun`an Xian,Hangzhou Shi,Zhejiang Province,China,0,East Asia Region,{FD1E254B-9EA8-4F24-B395-1BA7812AD46F},Asia and Pacific Field,492118.92247800000,0.03677463660,,1,3.27007152906,118.88392977500,29.61182833510,3.27007152906,0.41469435053,Chun`an Xian,Chun`an Xian
49,CHN-ZHE-HAN-FUY,Fuyang Shi,B,,CHN-ZHE-HAN-FUY,CHN-ZHE-HAN,CHN-ZHE,CHN,3,,Fuyang Shi,Hangzhou Shi,Zhejiang Province,China,0,East Asia Region,{C66DE755-8A8A-48E9-809C-3284DADD376C},Asia and Pacific Field,677865.43214800000,0.05065494089,,1,2.28277477847,119.83660625000,29.99786440630,2.28277477847,0.17658719343,Fuyang Shi,Fuyang Shi
50,CHN-ZHE-HAN-HAN,Hangzhou Shi Shixiaqu,B,,CHN-ZHE-HAN-HAN,CHN-ZHE-HAN,CHN-ZHE,CHN,3,,Hangzhou Shi Shixiaqu,Hangzhou Shi,Zhejiang Province,China,0,East Asia Region,{C052FF89-14D0-44CC-97C2-F3421203DE8D},Asia and Pacific Field,1918438.34697000000,0.14335939918,,1,1.05820002891,120.11559796500,30.23518036150,1.05820002891,0.04377789131,Hangzhou Shi Shixiaqu,Hangzhou Shi Shixiaqu
51,CHN-ZHE-HAN-JIA,Jiande Shi,B,,CHN-ZHE-HAN-JIA,CHN-ZHE-HAN,CHN-ZHE,CHN,3,,Jiande Shi,Hangzhou Shi,Zhejiang Province,China,0,East Asia Region,{FD67C31D-307E-4FC1-ACE7-F9C2CEDCF35D},Asia and Pacific Field,554563.28321100000,0.04144092470,,1,2.68413395549,119.36399081600,29.48347657470,2.68413395549,0.21234571871,Jiande Shi,Jiande Shi
52,CHN-ZHE-HAN-LIN,Lin`an Shi,B,,CHN-ZHE-HAN-LIN,CHN-ZHE-HAN,CHN-ZHE,CHN,3,,Lin`an Shi,Hangzhou Shi,Zhejiang Province,China,0,East Asia Region,{9EF3FCE3-EFFC-4156-BE0D-8C27A9BDC8D4},Asia and Pacific Field,559513.71939000000,0.04181085661,,1,3.16232965122,119.33871792500,30.21217947680,3.16232965122,0.29375559496,Lin`an Shi,Lin`an Shi
53,CHN-ZHE-HAN-TON,Tonglu Xian,B,,CHN-ZHE-HAN-TON,CHN-ZHE-HAN,CHN-ZHE,CHN,3,,Tonglu Xian,Hangzhou Shi,Zhejiang Province,China,0,East Asia Region,{3C8686A1-806B-4FBD-92B9-40D74235C241},Asia and Pacific Field,431414.74006100000,0.03223838703,,1,2.57083177907,119.54424015600,29.83523950460,2.57083177907,0.17577431125,Tonglu Xian,Tonglu Xian
54,CHN-ZHE-HAN-XIA,Xiaoshan Shi,B,,CHN-ZHE-HAN-XIA,CHN-ZHE-HAN,CHN-ZHE,CHN,3,,Xiaoshan Shi,Hangzhou Shi,Zhejiang Province,China,0,East Asia Region,{82DE55C4-765F-4594-95E6-0E2015728557},Asia and Pacific Field,1246606.83880000000,0.09315535613,,1,2.27436174950,120.35581882100,30.14654949000,2.27436174950,0.12477756591,Xiaoshan Shi,Xiaoshan Shi
55,CHN-ZHE-HAN-YUH,Yuhang Shi,B,,CHN-ZHE-HAN-YUH,CHN-ZHE-HAN,CHN-ZHE,CHN,3,,Yuhang Shi,Hangzhou Shi,Zhejiang Province,China,0,East Asia Region,{F6E133B1-7087-4737-A4BC-391372F8CF12},Asia and Pacific Field,862455.25931100000,0.06444880962,,1,2.35919955266,120.01338797400,30.38062876930,2.35919955266,0.12828854909,Yuhang Shi,Yuhang Shi
56,CHN-ZHE-HUZ,Huzhou Shi,B,,,CHN-ZHE-HUZ,CHN-ZHE,CHN,2,,,Huzhou Shi,Zhejiang Province,China,0,East Asia Region,{CEDA69BC-B45E-4CB5-A7F3-3CC12E8AE103},Asia and Pacific Field,2791850.13183000000,0.20862695855,,1,4.13244505779,119.86432536900,30.74855575820,4.13244505779,0.54209325724,Huzhou Shi,Huzhou Shi
57,CHN-ZHE-JIA,Jiaxing Shi,B,,,CHN-ZHE-JIA,CHN-ZHE,CHN,2,,,Jiaxing Shi,Zhejiang Province,China,0,East Asia Region,{29107DD2-FB5E-459B-A7AF-FB264D61D4EC},Asia and Pacific Field,3614102.94223000000,0.27007155439,,1,3.36905731171,120.75383589000,30.65806685920,3.36905731171,0.37333849983,Jiaxing Shi,Jiaxing Shi
58,CHN-ZHE-JIN,Jinhua Shi,B,,,CHN-ZHE-JIN,CHN-ZHE,CHN,2,,,Jinhua Shi,Zhejiang Province,China,0,East Asia Region,{C9B1920D-8941-4E14-9083-4C7969166868},Asia and Pacific Field,4863437.57240000000,0.36343075054,,1,5.61746425501,119.94048234700,29.11737775750,5.61746425501,1.03304501054,Jinhua Shi,Jinhua Shi
59,CHN-ZHE-LIS,Lishui Diqu,B,,,CHN-ZHE-LIS,CHN-ZHE,CHN,2,,,Lishui Diqu,Zhejiang Province,China,0,East Asia Region,{8DB2DCF2-8D80-48A2-92D6-8ED8AE999D4B},Asia and Pacific Field,2707218.49758000000,0.20230267909,,1,7.11474274249,119.51319827800,28.20092537800,7.11474274249,1.58764797333,Lishui Diqu,Lishui Diqu
60,CHN-ZHE-NIN,Ningbo Shi,B,,,CHN-ZHE-NIN,CHN-ZHE,CHN,2,,,Ningbo Shi,Zhejiang Province,China,0,East Asia Region,{422E226C-4739-4093-8DAD-8F16E81BD56D},Asia and Pacific Field,5893139.63766000000,0.44037743462,,1,17.55102428670,121.48582172900,29.70460658250,17.55102428670,0.82541259197,Ningbo Shi,Ningbo Shi
61,CHN-ZHE-QUZ,Quzhou Shi,B,,,CHN-ZHE-QUZ,CHN-ZHE,CHN,2,,,Quzhou Shi,Zhejiang Province,China,0,East Asia Region,{0F01E3E7-CD0E-4010-B4B5-77212D86D675},Asia and Pacific Field,2641644.29007000000,0.19740250650,,1,5.02729915114,118.66021827800,28.93283116200,5.02729915114,0.79009022560,Quzhou Shi,Quzhou Shi
62,CHN-ZHE-SHA,Shaoxing Shi,B,,,CHN-ZHE-SHA,CHN-ZHE,CHN,2,,,Shaoxing Shi,Zhejiang Province,China,0,East Asia Region,{E323FB90-68E6-4A67-9B0E-189FF4032A06},Asia and Pacific Field,4725168.65285000000,0.35309831048,,1,4.93443413749,120.63325491600,29.70856610880,4.93443413749,0.73351546640,Shaoxing Shi,Shaoxing Shi
63,CHN-ZHE-TAI-LIN,Linhai Shi,B,,CHN-ZHE-TAI-LIN,CHN-ZHE-TAI,CHN-ZHE,CHN,3,,Linhai Shi,Taizhou Shi,Zhejiang Province,China,0,East Asia Region,{616463D6-5D61-4FBC-A16F-D680785843B2},Asia and Pacific Field,1193007.69723000000,0.08915004590,,1,3.57312951945,121.20712226700,28.85236361600,3.57312951945,0.18968925919,Linhai Shi,Linhai Shi
64,CHN-ZHE-TAI-SAN,Sanmen Xian,B,,CHN-ZHE-TAI-SAN,CHN-ZHE-TAI,CHN-ZHE,CHN,3,,Sanmen Xian,Taizhou Shi,Zhejiang Province,China,0,East Asia Region,{9C1D3040-4770-489A-9B37-02CDE329D2C9},Asia and Pacific Field,436523.93658400000,0.03262018265,,1,3.70209694381,121.47834936300,29.00650532960,3.70209694381,0.09040802839,Sanmen Xian,Sanmen Xian
